City/Municipality,Month,Year,Alive,Death,Cases
TANZA,May,2017,4,0.0,4.0
TANZA,June,2017,10,0.0,10.0
TANZA,July,2017,16,0.0,16.0
TANZA,August,2017,11,0.0,11.0
TANZA,September,2017,14,0.0,14.0
TANZA,October,2017,32,0.0,32.0
TANZA,November,2017,51,0.0,51.0
TANZA,December,2017,54,0.0,54.0
TANZA,January,2018,64,2.0,66.0
TANZA,February,2018,49,2.0,51.0
TANZA,March,2018,31,0.0,31.0
TANZA,April,2018,12,3.0,15.0
TANZA,May,2018,11,0.0,11.0
TANZA,June,2018,9,0.0,9.0
TANZA,July,2018,14,0.0,14.0
TANZA,August,2018,26,0.0,26.0
TANZA,September,2018,36,0.0,36.0
TANZA,October,2018,43,0.0,43.0
TANZA,November,2018,56,0.0,56.0
TANZA,December,2018,29,0.0,29.0
TANZA,January,2019,54,0.0,54.0
TANZA,February,2019,25,0.0,25.0
TANZA,March,2019,11,1.0,12.0
TANZA,April,2019,14,0.0,14.0
TANZA,May,2019,8,0.0,8.0
TANZA,June,2019,15,0.0,15.0
TANZA,July,2019,80,1.0,81.0
TANZA,August,2019,173,1.0,174.0
TANZA,September,2019,181,1.0,182.0
TANZA,October,2019,177,0.0,177.0
TANZA,November,2019,72,0.0,72.0
TANZA,December,2019,55,1.0,56.0
TANZA,January,2020,131,0.0,131.0
TANZA,February,2020,72,0.0,72.0
TANZA,March,2020,23,0.0,23.0
TANZA,April,2020,1,0.0,1.0
TANZA,May,2020,0,0.0,0.0
TANZA,June,2020,4,0.0,4.0
TANZA,July,2020,1,0.0,1.0
TANZA,August,2020,2,0.0,2.0
TANZA,September,2020,5,0.0,5.0
TANZA,October,2020,14,1.0,15.0
TANZA,November,2020,15,0.0,15.0
TANZA,December,2020,22,0.0,22.0
TANZA,January,2021,22,1.0,23.0
TANZA,February,2021,6,0.0,6.0
TANZA,March,2021,8,0.0,8.0
TANZA,April,2021,1,0.0,1.0
TANZA,May,2021,1,0.0,1.0
TANZA,June,2021,1,0.0,1.0
TANZA,July,2021,1,0.0,1.0
TANZA,August,2021,1,0.0,1.0
TANZA,September,2021,0,0.0,0.0
TANZA,October,2021,5,0.0,5.0
TANZA,November,2021,10,0.0,10.0
TANZA,December,2021,2,0.0,2.0
TANZA,January,2022,4,0.0,4.0
TANZA,February,2022,6,0.0,6.0
TANZA,March,2022,4,0.0,4.0
TANZA,April,2022,6,0.0,6.0
TANZA,May,2022,6,0.0,6.0
TANZA,June,2022,25,0.0,25.0
TANZA,July,2022,60,0.0,60.0
TANZA,August,2022,153,0.0,153.0
TANZA,September,2022,106,0.0,106.0
TANZA,October,2022,106,0.0,106.0
TANZA,November,2022,37,0.0,37.0
TANZA,December,2022,26,0.0,26.0
TANZA,January,2023,37,0.0,37.0
TANZA,February,2023,16,0.0,16.0
TANZA,March,2023,9,0.0,9.0
TANZA,April,2023,16,0.0,16.0
TANZA,May,2023,10,0.0,10.0
TANZA,June,2023,38,0.0,38.0
TANZA,July,2023,23,1.0,24.0
TANZA,August,2023,22,0.0,22.0
TANZA,September,2023,37,0.0,37.0
TANZA,October,2023,50,0.0,50.0
TANZA,November,2023,39,0.0,39.0
TANZA,December,2023,30,0.0,30.0
TANZA,January,2024,43,0.0,43.0
TANZA,February,2024,18,0.0,18.0
TANZA,March,2024,20,0.0,20.0
TANZA,April,2024,7,1.0,8.0
TANZA,May,2024,12,0.0,12.0
TANZA,June,2024,24,1.0,25.0
TANZA,July,2024,53,0.0,53.0
TANZA,August,2024,75,0.0,75.0
TANZA,September,2024,130,0.0,130.0
TANZA,October,2024,282,1.0,283.0
TANZA,November,2024,372,0.0,372.0
TANZA,December,2024,287,1.0,288.0
TERNATE,January,2014,0,0.0,0.0
TERNATE,February,2014,0,0.0,0.0
TERNATE,March,2014,0,0.0,0.0
TERNATE,April,2014,0,0.0,0.0
TERNATE,May,2014,0,0.0,0.0
TERNATE,June,2014,0,0.0,0.0
TERNATE,July,2014,0,0.0,0.0
TERNATE,August,2014,1,0.0,1.0
TERNATE,September,2014,1,0.0,1.0
TERNATE,October,2014,2,0.0,2.0
TERNATE,November,2014,3,0.0,3.0
TERNATE,December,2014,6,0.0,6.0
TERNATE,January,2015,4,0.0,4.0
TERNATE,February,2015,2,0.0,2.0
TERNATE,March,2015,2,0.0,2.0
TERNATE,April,2015,2,0.0,2.0
TERNATE,May,2015,2,0.0,2.0
TERNATE,June,2015,0,0.0,0.0
TERNATE,July,2015,4,0.0,4.0
TERNATE,August,2015,7,0.0,7.0
TERNATE,September,2015,12,0.0,12.0
TERNATE,October,2015,39,0.0,39.0
TERNATE,November,2015,9,0.0,9.0
TERNATE,December,2015,0,0.0,0.0
TERNATE,January,2016,3,0.0,3.0
TERNATE,February,2016,4,0.0,4.0
TERNATE,March,2016,0,0.0,0.0
TERNATE,April,2016,0,0.0,0.0
TERNATE,May,2016,0,0.0,0.0
TERNATE,June,2016,1,0.0,1.0
TERNATE,July,2016,1,0.0,1.0
TERNATE,August,2016,2,0.0,2.0
TERNATE,September,2016,8,0.0,8.0
TERNATE,October,2016,5,0.0,5.0
TERNATE,November,2016,2,0.0,2.0
TERNATE,December,2016,1,0.0,1.0
TERNATE,January,2017,0,0.0,0.0
TERNATE,February,2017,0,0.0,0.0
TERNATE,March,2017,1,0.0,1.0
TERNATE,April,2017,0,0.0,0.0
TERNATE,May,2017,1,0.0,1.0
TERNATE,June,2017,4,0.0,4.0
TERNATE,July,2017,12,0.0,12.0
TERNATE,August,2017,9,0.0,9.0
TERNATE,September,2017,2,0.0,2.0
TERNATE,October,2017,1,0.0,1.0
TERNATE,November,2017,0,0.0,0.0
TERNATE,December,2017,0,0.0,0.0
TERNATE,January,2018,6,0.0,6.0
TERNATE,February,2018,2,0.0,2.0
TERNATE,March,2018,3,0.0,3.0
TERNATE,April,2018,0,0.0,0.0
TERNATE,May,2018,2,0.0,2.0
TERNATE,June,2018,0,0.0,0.0
TERNATE,July,2018,0,0.0,0.0
TERNATE,August,2018,7,0.0,7.0
TERNATE,September,2018,0,0.0,0.0
TERNATE,October,2018,2,0.0,2.0
TERNATE,November,2018,4,0.0,4.0
TERNATE,December,2018,1,0.0,1.0
TERNATE,January,2019,6,0.0,6.0
TERNATE,February,2019,0,0.0,0.0
TERNATE,March,2019,1,0.0,1.0
TERNATE,April,2019,0,0.0,0.0
TERNATE,May,2019,1,0.0,1.0
TERNATE,June,2019,2,0.0,2.0
TERNATE,July,2019,13,0.0,13.0
TERNATE,August,2019,30,0.0,30.0
TERNATE,September,2019,13,0.0,13.0
TERNATE,October,2019,8,0.0,8.0
TERNATE,November,2019,10,0.0,10.0
TERNATE,December,2019,8,0.0,8.0
TERNATE,January,2020,6,0.0,6.0
TERNATE,February,2020,4,0.0,4.0
TERNATE,March,2020,0,0.0,0.0
TERNATE,April,2020,0,0.0,0.0
TERNATE,May,2020,0,0.0,0.0
TERNATE,June,2020,0,0.0,0.0
TERNATE,July,2020,0,0.0,0.0
TERNATE,August,2020,1,0.0,1.0
TERNATE,September,2020,2,0.0,2.0
TERNATE,October,2020,0,0.0,0.0
TERNATE,November,2020,3,0.0,3.0
TERNATE,December,2020,0,0.0,0.0
TERNATE,January,2021,0,0.0,0.0
TERNATE,February,2021,0,0.0,0.0
TERNATE,March,2021,1,0.0,1.0
TERNATE,April,2021,0,0.0,0.0
TERNATE,May,2021,0,0.0,0.0
TERNATE,June,2021,0,0.0,0.0
TERNATE,July,2021,1,0.0,1.0
TERNATE,August,2021,0,0.0,0.0
TERNATE,September,2021,0,0.0,0.0
TERNATE,October,2021,0,0.0,0.0
TERNATE,November,2021,1,0.0,1.0
TERNATE,December,2021,0,0.0,0.0
TERNATE,January,2022,0,0.0,0.0
TERNATE,February,2022,0,0.0,0.0
TERNATE,March,2022,2,0.0,2.0
TERNATE,April,2022,0,0.0,0.0
TERNATE,May,2022,2,0.0,2.0
TERNATE,June,2022,1,0.0,1.0
TERNATE,July,2022,10,0.0,10.0
TERNATE,August,2022,16,0.0,16.0
TERNATE,September,2022,1,0.0,1.0
TERNATE,October,2022,1,0.0,1.0
TERNATE,November,2022,0,0.0,0.0
TERNATE,December,2022,0,0.0,0.0
TERNATE,January,2023,0,0.0,0.0
TERNATE,February,2023,0,0.0,0.0
TERNATE,March,2023,0,0.0,0.0
TERNATE,April,2023,0,0.0,0.0
TERNATE,May,2023,1,0.0,1.0
TERNATE,June,2023,2,0.0,2.0
TERNATE,July,2023,1,0.0,1.0
TERNATE,August,2023,1,0.0,1.0
TERNATE,September,2023,2,0.0,2.0
TERNATE,October,2023,0,0.0,0.0
TERNATE,November,2023,1,0.0,1.0
TERNATE,December,2023,0,0.0,0.0
TERNATE,January,2024,0,1.0,1.0
TERNATE,February,2024,2,0.0,2.0
TERNATE,March,2024,0,0.0,0.0
TERNATE,April,2024,0,0.0,0.0
TERNATE,May,2024,1,0.0,1.0
TERNATE,June,2024,2,0.0,2.0
TERNATE,July,2024,4,0.0,4.0
TERNATE,August,2024,7,0.0,7.0
TERNATE,September,2024,4,0.0,4.0
TERNATE,October,2024,5,0.0,5.0
TERNATE,November,2024,10,0.0,10.0
TERNATE,December,2024,12,0.0,12.0
TRECE MARTIRES CITY,January,2014,8,0.0,8.0
TRECE MARTIRES CITY,February,2014,2,0.0,2.0
TRECE MARTIRES CITY,March,2014,0,0.0,0.0
TRECE MARTIRES CITY,April,2014,5,0.0,5.0
TRECE MARTIRES CITY,May,2014,4,0.0,4.0
TRECE MARTIRES CITY,June,2014,4,0.0,4.0
TRECE MARTIRES CITY,July,2014,2,0.0,2.0
TRECE MARTIRES CITY,August,2014,11,0.0,11.0
TRECE MARTIRES CITY,September,2014,19,0.0,19.0
TRECE MARTIRES CITY,October,2014,14,1.0,15.0
TRECE MARTIRES CITY,November,2014,19,0.0,19.0
TRECE MARTIRES CITY,December,2014,7,0.0,7.0
TRECE MARTIRES CITY,January,2015,9,0.0,9.0
TRECE MARTIRES CITY,February,2015,20,0.0,20.0
TRECE MARTIRES CITY,March,2015,20,0.0,20.0
TRECE MARTIRES CITY,April,2015,20,0.0,20.0
TRECE MARTIRES CITY,May,2015,7,0.0,7.0
TRECE MARTIRES CITY,June,2015,19,0.0,19.0
TRECE MARTIRES CITY,July,2015,85,1.0,86.0
TRECE MARTIRES CITY,August,2015,258,0.0,258.0
TRECE MARTIRES CITY,September,2015,318,1.0,319.0
TRECE MARTIRES CITY,October,2015,378,0.0,378.0
TRECE MARTIRES CITY,November,2015,156,1.0,157.0
TRECE MARTIRES CITY,December,2015,48,0.0,48.0
TRECE MARTIRES CITY,January,2016,25,0.0,25.0
TRECE MARTIRES CITY,February,2016,20,0.0,20.0
TRECE MARTIRES CITY,March,2016,11,0.0,11.0
TRECE MARTIRES CITY,April,2016,6,1.0,7.0
TRECE MARTIRES CITY,May,2016,7,0.0,7.0
TRECE MARTIRES CITY,June,2016,11,0.0,11.0
TRECE MARTIRES CITY,July,2016,27,0.0,27.0
TRECE MARTIRES CITY,August,2016,37,0.0,37.0
TRECE MARTIRES CITY,September,2016,29,0.0,29.0
TRECE MARTIRES CITY,October,2016,49,0.0,49.0
TRECE MARTIRES CITY,November,2016,33,0.0,33.0
TRECE MARTIRES CITY,December,2016,31,0.0,31.0
TRECE MARTIRES CITY,January,2017,39,0.0,39.0
TRECE MARTIRES CITY,February,2017,22,0.0,22.0
TRECE MARTIRES CITY,March,2017,21,0.0,21.0
TRECE MARTIRES CITY,April,2017,13,0.0,13.0
TRECE MARTIRES CITY,May,2017,10,0.0,10.0
TRECE MARTIRES CITY,June,2017,17,1.0,18.0
TRECE MARTIRES CITY,July,2017,43,0.0,43.0
TRECE MARTIRES CITY,August,2017,61,2.0,63.0
TRECE MARTIRES CITY,September,2017,45,0.0,45.0
TRECE MARTIRES CITY,October,2017,63,0.0,63.0
TRECE MARTIRES CITY,November,2017,68,0.0,68.0
TRECE MARTIRES CITY,December,2017,58,0.0,58.0
TRECE MARTIRES CITY,January,2018,54,0.0,54.0
TRECE MARTIRES CITY,February,2018,35,0.0,35.0
TRECE MARTIRES CITY,March,2018,23,0.0,23.0
TRECE MARTIRES CITY,April,2018,9,0.0,9.0
TRECE MARTIRES CITY,May,2018,8,0.0,8.0
TRECE MARTIRES CITY,June,2018,10,0.0,10.0
TRECE MARTIRES CITY,July,2018,31,1.0,32.0
TRECE MARTIRES CITY,August,2018,50,1.0,51.0
TRECE MARTIRES CITY,September,2018,78,0.0,78.0
TRECE MARTIRES CITY,October,2018,73,2.0,75.0
TRECE MARTIRES CITY,November,2018,73,0.0,73.0
TRECE MARTIRES CITY,December,2018,48,0.0,48.0
TRECE MARTIRES CITY,January,2019,55,0.0,55.0
TRECE MARTIRES CITY,February,2019,54,0.0,54.0
TRECE MARTIRES CITY,March,2019,18,0.0,18.0
TRECE MARTIRES CITY,April,2019,9,0.0,9.0
TRECE MARTIRES CITY,May,2019,7,0.0,7.0
TRECE MARTIRES CITY,June,2019,25,0.0,25.0
TRECE MARTIRES CITY,July,2019,123,0.0,123.0
TRECE MARTIRES CITY,August,2019,248,3.0,251.0
TRECE MARTIRES CITY,September,2019,195,0.0,195.0
TRECE MARTIRES CITY,October,2019,133,1.0,134.0
TRECE MARTIRES CITY,November,2019,37,0.0,37.0
TRECE MARTIRES CITY,December,2019,23,0.0,23.0
TRECE MARTIRES CITY,January,2020,39,0.0,39.0
TRECE MARTIRES CITY,February,2020,17,0.0,17.0
TRECE MARTIRES CITY,March,2020,9,0.0,9.0
TRECE MARTIRES CITY,April,2020,2,0.0,2.0
TRECE MARTIRES CITY,May,2020,0,0.0,0.0
TRECE MARTIRES CITY,June,2020,2,0.0,2.0
TRECE MARTIRES CITY,July,2020,5,0.0,5.0
TRECE MARTIRES CITY,August,2020,7,0.0,7.0
TRECE MARTIRES CITY,September,2020,7,0.0,7.0
TRECE MARTIRES CITY,October,2020,3,0.0,3.0
TRECE MARTIRES CITY,November,2020,11,0.0,11.0
TRECE MARTIRES CITY,December,2020,4,0.0,4.0
TRECE MARTIRES CITY,January,2021,9,0.0,9.0
TRECE MARTIRES CITY,February,2021,4,1.0,5.0
TRECE MARTIRES CITY,March,2021,8,0.0,8.0
TRECE MARTIRES CITY,April,2021,5,0.0,5.0
TRECE MARTIRES CITY,May,2021,6,0.0,6.0
TRECE MARTIRES CITY,June,2021,6,0.0,6.0
TRECE MARTIRES CITY,July,2021,1,0.0,1.0
TRECE MARTIRES CITY,August,2021,2,0.0,2.0
TRECE MARTIRES CITY,September,2021,1,0.0,1.0
TRECE MARTIRES CITY,October,2021,7,0.0,7.0
TRECE MARTIRES CITY,November,2021,4,0.0,4.0
TRECE MARTIRES CITY,December,2021,4,0.0,4.0
TRECE MARTIRES CITY,January,2022,4,0.0,4.0
TRECE MARTIRES CITY,February,2022,1,0.0,1.0
TRECE MARTIRES CITY,March,2022,3,0.0,3.0
TRECE MARTIRES CITY,April,2022,0,0.0,0.0
TRECE MARTIRES CITY,May,2022,3,0.0,3.0
TRECE MARTIRES CITY,June,2022,3,0.0,3.0
TRECE MARTIRES CITY,July,2022,13,0.0,13.0
TRECE MARTIRES CITY,August,2022,26,0.0,26.0
TRECE MARTIRES CITY,September,2022,12,0.0,12.0
TRECE MARTIRES CITY,October,2022,12,0.0,12.0
TRECE MARTIRES CITY,November,2022,12,0.0,12.0
TRECE MARTIRES CITY,December,2022,2,0.0,2.0
TRECE MARTIRES CITY,January,2023,20,0.0,20.0
TRECE MARTIRES CITY,February,2023,9,0.0,9.0
TRECE MARTIRES CITY,March,2023,13,0.0,13.0
TRECE MARTIRES CITY,April,2023,13,0.0,13.0
TRECE MARTIRES CITY,May,2023,11,0.0,11.0
TRECE MARTIRES CITY,June,2023,16,0.0,16.0
TRECE MARTIRES CITY,July,2023,18,0.0,18.0
TRECE MARTIRES CITY,August,2023,6,0.0,6.0
TRECE MARTIRES CITY,September,2023,10,0.0,10.0
TRECE MARTIRES CITY,October,2023,37,0.0,37.0
TRECE MARTIRES CITY,November,2023,24,0.0,24.0
TRECE MARTIRES CITY,December,2023,19,0.0,19.0
TRECE MARTIRES CITY,January,2024,20,0.0,20.0
TRECE MARTIRES CITY,February,2024,15,0.0,15.0
TRECE MARTIRES CITY,March,2024,5,0.0,5.0
TRECE MARTIRES CITY,April,2024,5,0.0,5.0
TRECE MARTIRES CITY,May,2024,10,0.0,10.0
TRECE MARTIRES CITY,June,2024,14,0.0,14.0
TRECE MARTIRES CITY,July,2024,112,1.0,113.0
TRECE MARTIRES CITY,August,2024,204,2.0,206.0
TRECE MARTIRES CITY,September,2024,215,1.0,216.0
TRECE MARTIRES CITY,October,2024,216,1.0,217.0
TRECE MARTIRES CITY,November,2024,142,0.0,142.0
TRECE MARTIRES CITY,December,2024,121,0.0,121.0
