City/Municipality,Month,Year,Alive,Death,Cases
NAIC,March,2020,18,0.0,18.0
NAIC,April,2020,4,0.0,4.0
NAIC,May,2020,1,0.0,1.0
NAIC,June,2020,1,0.0,1.0
NAIC,July,2020,2,0.0,2.0
NAIC,August,2020,0,0.0,0.0
NAIC,September,2020,4,0.0,4.0
NAIC,October,2020,13,2.0,15.0
NAIC,November,2020,12,0.0,12.0
NAIC,December,2020,9,0.0,9.0
NAIC,January,2021,18,0.0,18.0
NAIC,February,2021,8,0.0,8.0
NAIC,March,2021,6,0.0,6.0
NAIC,April,2021,0,0.0,0.0
NAIC,May,2021,0,0.0,0.0
NAIC,June,2021,0,0.0,0.0
NAIC,July,2021,0,0.0,0.0
NAIC,August,2021,1,0.0,1.0
NAIC,September,2021,2,0.0,2.0
NAIC,October,2021,2,0.0,2.0
NAIC,November,2021,4,1.0,5.0
NAIC,December,2021,3,0.0,3.0
NAIC,January,2022,1,0.0,1.0
NAIC,February,2022,2,0.0,2.0
NAIC,March,2022,0,0.0,0.0
NAIC,April,2022,1,0.0,1.0
NAIC,May,2022,8,0.0,8.0
NAIC,June,2022,9,0.0,9.0
NAIC,July,2022,22,0.0,22.0
NAIC,August,2022,22,0.0,22.0
NAIC,September,2022,20,0.0,20.0
NAIC,October,2022,20,0.0,20.0
NAIC,November,2022,9,0.0,9.0
NAIC,December,2022,4,0.0,4.0
NAIC,January,2023,17,0.0,17.0
NAIC,February,2023,9,0.0,9.0
NAIC,March,2023,7,0.0,7.0
NAIC,April,2023,3,0.0,3.0
NAIC,May,2023,2,0.0,2.0
NAIC,June,2023,6,0.0,6.0
NAIC,July,2023,7,0.0,7.0
NAIC,August,2023,8,1.0,9.0
NAIC,September,2023,2,0.0,2.0
NAIC,October,2023,18,0.0,18.0
NAIC,November,2023,9,0.0,9.0
NAIC,December,2023,15,0.0,15.0
NAIC,January,2024,19,0.0,19.0
NAIC,February,2024,8,0.0,8.0
NAIC,March,2024,10,0.0,10.0
NAIC,April,2024,3,0.0,3.0
NAIC,May,2024,4,0.0,4.0
NAIC,June,2024,10,0.0,10.0
NAIC,July,2024,32,0.0,32.0
NAIC,August,2024,56,0.0,56.0
NAIC,September,2024,69,1.0,70.0
NAIC,October,2024,102,0.0,102.0
NAIC,November,2024,152,1.0,153.0
NAIC,December,2024,171,1.0,172.0
NOVELETA,January,2014,12,0.0,12.0
NOVELETA,February,2014,1,0.0,1.0
NOVELETA,March,2014,1,0.0,1.0
NOVELETA,April,2014,0,0.0,0.0
NOVELETA,May,2014,0,0.0,0.0
NOVELETA,June,2014,0,0.0,0.0
NOVELETA,July,2014,1,0.0,1.0
NOVELETA,August,2014,0,0.0,0.0
NOVELETA,September,2014,2,0.0,2.0
NOVELETA,October,2014,1,0.0,1.0
NOVELETA,November,2014,4,0.0,4.0
NOVELETA,December,2014,1,0.0,1.0
NOVELETA,January,2015,7,0.0,7.0
NOVELETA,February,2015,3,0.0,3.0
NOVELETA,March,2015,3,0.0,3.0
NOVELETA,April,2015,3,0.0,3.0
NOVELETA,May,2015,2,0.0,2.0
NOVELETA,June,2015,3,0.0,3.0
NOVELETA,July,2015,4,0.0,4.0
NOVELETA,August,2015,11,0.0,11.0
NOVELETA,September,2015,21,0.0,21.0
NOVELETA,October,2015,63,0.0,63.0
NOVELETA,November,2015,71,0.0,71.0
NOVELETA,December,2015,24,0.0,24.0
NOVELETA,January,2016,29,0.0,29.0
NOVELETA,February,2016,19,0.0,19.0
NOVELETA,March,2016,13,0.0,13.0
NOVELETA,April,2016,3,0.0,3.0
NOVELETA,May,2016,6,0.0,6.0
NOVELETA,June,2016,4,0.0,4.0
NOVELETA,July,2016,8,0.0,8.0
NOVELETA,August,2016,23,0.0,23.0
NOVELETA,September,2016,10,0.0,10.0
NOVELETA,October,2016,8,0.0,8.0
NOVELETA,November,2016,19,0.0,19.0
NOVELETA,December,2016,14,0.0,14.0
NOVELETA,January,2017,19,0.0,19.0
NOVELETA,February,2017,12,0.0,12.0
NOVELETA,March,2017,5,0.0,5.0
NOVELETA,April,2017,4,0.0,4.0
NOVELETA,May,2017,3,0.0,3.0
NOVELETA,June,2017,3,0.0,3.0
NOVELETA,July,2017,7,0.0,7.0
NOVELETA,August,2017,7,0.0,7.0
NOVELETA,September,2017,13,0.0,13.0
NOVELETA,October,2017,13,0.0,13.0
NOVELETA,November,2017,28,0.0,28.0
NOVELETA,December,2017,40,0.0,40.0
NOVELETA,January,2018,39,0.0,39.0
NOVELETA,February,2018,23,0.0,23.0
NOVELETA,March,2018,20,0.0,20.0
NOVELETA,April,2018,12,0.0,12.0
NOVELETA,May,2018,8,0.0,8.0
NOVELETA,June,2018,5,0.0,5.0
NOVELETA,July,2018,15,0.0,15.0
NOVELETA,August,2018,11,0.0,11.0
NOVELETA,September,2018,16,0.0,16.0
NOVELETA,October,2018,14,0.0,14.0
NOVELETA,November,2018,22,0.0,22.0
NOVELETA,December,2018,29,0.0,29.0
NOVELETA,January,2019,14,0.0,14.0
NOVELETA,February,2019,16,0.0,16.0
NOVELETA,March,2019,13,1.0,14.0
NOVELETA,April,2019,0,0.0,0.0
NOVELETA,May,2019,2,0.0,2.0
NOVELETA,June,2019,1,0.0,1.0
NOVELETA,July,2019,14,0.0,14.0
NOVELETA,August,2019,41,0.0,41.0
NOVELETA,September,2019,27,0.0,27.0
NOVELETA,October,2019,23,0.0,23.0
NOVELETA,November,2019,15,0.0,15.0
NOVELETA,December,2019,12,0.0,12.0
NOVELETA,January,2020,17,0.0,17.0
NOVELETA,February,2020,7,0.0,7.0
NOVELETA,March,2020,1,0.0,1.0
NOVELETA,April,2020,1,0.0,1.0
NOVELETA,May,2020,0,0.0,0.0
NOVELETA,June,2020,0,0.0,0.0
NOVELETA,July,2020,3,0.0,3.0
NOVELETA,August,2020,0,0.0,0.0
NOVELETA,September,2020,2,0.0,2.0
NOVELETA,October,2020,3,0.0,3.0
NOVELETA,November,2020,4,0.0,4.0
NOVELETA,December,2020,5,0.0,5.0
NOVELETA,January,2021,12,0.0,12.0
NOVELETA,February,2021,7,0.0,7.0
NOVELETA,March,2021,4,0.0,4.0
NOVELETA,April,2021,0,0.0,0.0
NOVELETA,May,2021,0,0.0,0.0
NOVELETA,June,2021,0,0.0,0.0
NOVELETA,July,2021,6,0.0,6.0
NOVELETA,August,2021,3,0.0,3.0
NOVELETA,September,2021,0,0.0,0.0
NOVELETA,October,2021,5,0.0,5.0
NOVELETA,November,2021,10,0.0,10.0
NOVELETA,December,2021,9,0.0,9.0
NOVELETA,January,2022,0,0.0,0.0
NOVELETA,February,2022,0,0.0,0.0
NOVELETA,March,2022,0,0.0,0.0
NOVELETA,April,2022,0,0.0,0.0
NOVELETA,May,2022,1,0.0,1.0
NOVELETA,June,2022,1,0.0,1.0
NOVELETA,July,2022,5,0.0,5.0
NOVELETA,August,2022,8,0.0,8.0
NOVELETA,September,2022,7,0.0,7.0
NOVELETA,October,2022,7,0.0,7.0
NOVELETA,November,2022,7,0.0,7.0
NOVELETA,December,2022,3,0.0,3.0
NOVELETA,January,2023,3,0.0,3.0
NOVELETA,February,2023,1,0.0,1.0
NOVELETA,March,2023,2,0.0,2.0
NOVELETA,April,2023,4,0.0,4.0
NOVELETA,May,2023,0,0.0,0.0
NOVELETA,June,2023,1,0.0,1.0
NOVELETA,July,2023,1,0.0,1.0
NOVELETA,August,2023,8,0.0,8.0
NOVELETA,September,2023,5,0.0,5.0
NOVELETA,October,2023,2,0.0,2.0
NOVELETA,November,2023,3,0.0,3.0
NOVELETA,December,2023,3,0.0,3.0
NOVELETA,January,2024,4,0.0,4.0
NOVELETA,February,2024,1,0.0,1.0
NOVELETA,March,2024,3,0.0,3.0
NOVELETA,April,2024,0,0.0,0.0
NOVELETA,May,2024,0,0.0,0.0
NOVELETA,June,2024,3,0.0,3.0
NOVELETA,July,2024,8,0.0,8.0
NOVELETA,August,2024,9,0.0,9.0
NOVELETA,September,2024,7,0.0,7.0
NOVELETA,October,2024,17,0.0,17.0
NOVELETA,November,2024,37,0.0,37.0
NOVELETA,December,2024,37,0.0,37.0
ROSARIO,January,2014,15,0.0,15.0
ROSARIO,February,2014,3,0.0,3.0
ROSARIO,March,2014,0,0.0,0.0
ROSARIO,April,2014,2,0.0,2.0
ROSARIO,May,2014,0,0.0,0.0
ROSARIO,June,2014,0,0.0,0.0
ROSARIO,July,2014,0,0.0,0.0
ROSARIO,August,2014,1,0.0,1.0
ROSARIO,September,2014,7,0.0,7.0
ROSARIO,October,2014,9,0.0,9.0
ROSARIO,November,2014,16,0.0,16.0
ROSARIO,December,2014,11,0.0,11.0
ROSARIO,January,2015,22,0.0,22.0
ROSARIO,February,2015,7,1.0,8.0
ROSARIO,March,2015,7,1.0,8.0
ROSARIO,April,2015,7,1.0,8.0
ROSARIO,May,2015,6,0.0,6.0
ROSARIO,June,2015,8,0.0,8.0
ROSARIO,July,2015,10,0.0,10.0
ROSARIO,August,2015,15,0.0,15.0
ROSARIO,September,2015,44,0.0,44.0
ROSARIO,October,2015,131,0.0,131.0
ROSARIO,November,2015,107,0.0,107.0
ROSARIO,December,2015,30,0.0,30.0
ROSARIO,January,2016,26,0.0,26.0
ROSARIO,February,2016,23,0.0,23.0
ROSARIO,March,2016,24,0.0,24.0
ROSARIO,April,2016,12,0.0,12.0
ROSARIO,May,2016,7,0.0,7.0
ROSARIO,June,2016,2,0.0,2.0
ROSARIO,July,2016,9,0.0,9.0
ROSARIO,August,2016,42,0.0,42.0
ROSARIO,September,2016,10,0.0,10.0
ROSARIO,October,2016,9,0.0,9.0
ROSARIO,November,2016,19,0.0,19.0
ROSARIO,December,2016,38,0.0,38.0
ROSARIO,January,2017,31,0.0,31.0
ROSARIO,February,2017,29,0.0,29.0
ROSARIO,March,2017,22,0.0,22.0
ROSARIO,April,2017,5,0.0,5.0
ROSARIO,May,2017,5,0.0,5.0
ROSARIO,June,2017,4,0.0,4.0
ROSARIO,July,2017,16,0.0,16.0
ROSARIO,August,2017,15,0.0,15.0
ROSARIO,September,2017,13,0.0,13.0
ROSARIO,October,2017,13,0.0,13.0
ROSARIO,November,2017,14,0.0,14.0
ROSARIO,December,2017,22,1.0,23.0
ROSARIO,January,2018,64,0.0,64.0
ROSARIO,February,2018,24,0.0,24.0
ROSARIO,March,2018,24,0.0,24.0
ROSARIO,April,2018,14,0.0,14.0
ROSARIO,May,2018,10,0.0,10.0
ROSARIO,June,2018,4,0.0,4.0
ROSARIO,July,2018,13,0.0,13.0
ROSARIO,August,2018,15,0.0,15.0
ROSARIO,September,2018,36,0.0,36.0
ROSARIO,October,2018,34,1.0,35.0
ROSARIO,November,2018,33,1.0,34.0
ROSARIO,December,2018,23,0.0,23.0
ROSARIO,January,2019,45,0.0,45.0
ROSARIO,February,2019,32,0.0,32.0
ROSARIO,March,2019,12,0.0,12.0
ROSARIO,April,2019,3,0.0,3.0
ROSARIO,May,2019,12,0.0,12.0
ROSARIO,June,2019,8,0.0,8.0
ROSARIO,July,2019,46,0.0,46.0
ROSARIO,August,2019,74,0.0,74.0
ROSARIO,September,2019,52,0.0,52.0
ROSARIO,October,2019,45,0.0,45.0
ROSARIO,November,2019,27,0.0,27.0
ROSARIO,December,2019,26,0.0,26.0
ROSARIO,January,2020,33,0.0,33.0
ROSARIO,February,2020,8,0.0,8.0
ROSARIO,March,2020,5,0.0,5.0
ROSARIO,April,2020,0,0.0,0.0
ROSARIO,May,2020,0,0.0,0.0
ROSARIO,June,2020,2,0.0,2.0
ROSARIO,July,2020,0,0.0,0.0
ROSARIO,August,2020,4,0.0,4.0
ROSARIO,September,2020,1,0.0,1.0
ROSARIO,October,2020,5,1.0,6.0
ROSARIO,November,2020,7,0.0,7.0
ROSARIO,December,2020,14,0.0,14.0
ROSARIO,January,2021,18,0.0,18.0
ROSARIO,February,2021,18,0.0,18.0
ROSARIO,March,2021,7,0.0,7.0
ROSARIO,April,2021,1,0.0,1.0
ROSARIO,May,2021,14,0.0,14.0
ROSARIO,June,2021,6,0.0,6.0
ROSARIO,July,2021,5,0.0,5.0
ROSARIO,August,2021,4,0.0,4.0
ROSARIO,September,2021,2,0.0,2.0
ROSARIO,October,2021,4,0.0,4.0
ROSARIO,November,2021,13,0.0,13.0
ROSARIO,December,2021,5,0.0,5.0
ROSARIO,January,2022,2,0.0,2.0
ROSARIO,February,2022,1,0.0,1.0
ROSARIO,March,2022,0,0.0,0.0
ROSARIO,April,2022,0,0.0,0.0
ROSARIO,May,2022,2,0.0,2.0
ROSARIO,June,2022,3,0.0,3.0
ROSARIO,July,2022,8,0.0,8.0
ROSARIO,August,2022,19,0.0,19.0
ROSARIO,September,2022,20,0.0,20.0
ROSARIO,October,2022,20,0.0,20.0
ROSARIO,November,2022,4,1.0,5.0
ROSARIO,December,2022,3,0.0,3.0
ROSARIO,January,2023,5,0.0,5.0
ROSARIO,February,2023,5,0.0,5.0
ROSARIO,March,2023,6,0.0,6.0
ROSARIO,April,2023,3,0.0,3.0
ROSARIO,May,2023,0,0.0,0.0
ROSARIO,June,2023,4,0.0,4.0
ROSARIO,July,2023,3,0.0,3.0
ROSARIO,August,2023,3,0.0,3.0
ROSARIO,September,2023,1,0.0,1.0
ROSARIO,October,2023,13,0.0,13.0
ROSARIO,November,2023,3,0.0,3.0
ROSARIO,December,2023,5,0.0,5.0
ROSARIO,January,2024,9,0.0,9.0
ROSARIO,February,2024,6,0.0,6.0
ROSARIO,March,2024,3,0.0,3.0
ROSARIO,April,2024,0,1.0,1.0
ROSARIO,May,2024,4,0.0,4.0
ROSARIO,June,2024,7,0.0,7.0
ROSARIO,July,2024,11,0.0,11.0
ROSARIO,August,2024,23,0.0,23.0
ROSARIO,September,2024,39,0.0,39.0
ROSARIO,October,2024,105,1.0,106.0
ROSARIO,November,2024,139,0.0,139.0
ROSARIO,December,2024,122,0.0,122.0
SILANG,January,2014,8,0.0,8.0
SILANG,February,2014,4,0.0,4.0
SILANG,March,2014,4,0.0,4.0
SILANG,April,2014,5,0.0,5.0
SILANG,May,2014,1,0.0,1.0
SILANG,June,2014,4,0.0,4.0
SILANG,July,2014,15,0.0,15.0
SILANG,August,2014,11,0.0,11.0
SILANG,September,2014,27,0.0,27.0
SILANG,October,2014,20,0.0,20.0
SILANG,November,2014,25,0.0,25.0
SILANG,December,2014,13,0.0,13.0
SILANG,January,2015,14,1.0,15.0
SILANG,February,2015,25,0.0,25.0
SILANG,March,2015,25,0.0,25.0
SILANG,April,2015,25,0.0,25.0
SILANG,May,2015,11,0.0,11.0
SILANG,June,2015,48,0.0,48.0
SILANG,July,2015,75,0.0,75.0
SILANG,August,2015,126,1.0,127.0
SILANG,September,2015,149,0.0,149.0
SILANG,October,2015,178,1.0,179.0
SILANG,November,2015,99,0.0,99.0
SILANG,December,2015,35,0.0,35.0
SILANG,January,2016,40,0.0,40.0
SILANG,February,2016,26,0.0,26.0
SILANG,March,2016,24,1.0,25.0
SILANG,April,2016,13,2.0,15.0
SILANG,May,2016,18,0.0,18.0
SILANG,June,2016,35,0.0,35.0
SILANG,July,2016,80,1.0,81.0
SILANG,August,2016,95,0.0,95.0
SILANG,September,2016,78,1.0,79.0
SILANG,October,2016,56,0.0,56.0
SILANG,November,2016,38,0.0,38.0
SILANG,December,2016,15,0.0,15.0
SILANG,January,2017,37,0.0,37.0
SILANG,February,2017,20,0.0,20.0
SILANG,March,2017,16,0.0,16.0
SILANG,April,2017,8,0.0,8.0
SILANG,May,2017,10,0.0,10.0
SILANG,June,2017,21,1.0,22.0
SILANG,July,2017,57,0.0,57.0
SILANG,August,2017,87,1.0,88.0
SILANG,September,2017,94,3.0,97.0
SILANG,October,2017,102,0.0,102.0
SILANG,November,2017,88,4.0,92.0
SILANG,December,2017,79,0.0,79.0
SILANG,January,2018,47,1.0,48.0
SILANG,February,2018,24,0.0,24.0
SILANG,March,2018,22,0.0,22.0
SILANG,April,2018,17,0.0,17.0
SILANG,May,2018,14,0.0,14.0
SILANG,June,2018,26,0.0,26.0
SILANG,July,2018,40,0.0,40.0
SILANG,August,2018,82,0.0,82.0
SILANG,September,2018,62,0.0,62.0
SILANG,October,2018,67,0.0,67.0
SILANG,November,2018,55,0.0,55.0
SILANG,December,2018,38,0.0,38.0
SILANG,January,2019,55,0.0,55.0
SILANG,February,2019,44,0.0,44.0
SILANG,March,2019,23,0.0,23.0
SILANG,April,2019,22,0.0,22.0
SILANG,May,2019,31,1.0,32.0
SILANG,June,2019,113,0.0,113.0
SILANG,July,2019,401,1.0,402.0
SILANG,August,2019,385,1.0,386.0
SILANG,September,2019,311,0.0,311.0
SILANG,October,2019,198,0.0,198.0
SILANG,November,2019,88,0.0,88.0
SILANG,December,2019,45,0.0,45.0
SILANG,January,2020,40,0.0,40.0
SILANG,February,2020,29,0.0,29.0
SILANG,March,2020,3,0.0,3.0
SILANG,April,2020,8,0.0,8.0
SILANG,May,2020,0,0.0,0.0
SILANG,June,2020,3,0.0,3.0
SILANG,July,2020,1,0.0,1.0
SILANG,August,2020,6,0.0,6.0
SILANG,September,2020,4,0.0,4.0
SILANG,October,2020,5,0.0,5.0
SILANG,November,2020,6,0.0,6.0
SILANG,December,2020,12,0.0,12.0
SILANG,January,2021,19,0.0,19.0
SILANG,February,2021,10,0.0,10.0
SILANG,March,2021,10,0.0,10.0
SILANG,April,2021,5,0.0,5.0
SILANG,May,2021,4,0.0,4.0
SILANG,June,2021,7,0.0,7.0
SILANG,July,2021,18,0.0,18.0
SILANG,August,2021,12,0.0,12.0
SILANG,September,2021,10,0.0,10.0
SILANG,October,2021,7,0.0,7.0
SILANG,November,2021,10,0.0,10.0
SILANG,December,2021,4,0.0,4.0
SILANG,January,2022,4,0.0,4.0
SILANG,February,2022,1,0.0,1.0
SILANG,March,2022,4,0.0,4.0
SILANG,April,2022,6,0.0,6.0
SILANG,May,2022,3,0.0,3.0
SILANG,June,2022,11,0.0,11.0
SILANG,July,2022,24,0.0,24.0
SILANG,August,2022,53,0.0,53.0
SILANG,September,2022,29,0.0,29.0
SILANG,October,2022,29,0.0,29.0
SILANG,November,2022,18,0.0,18.0
SILANG,December,2022,4,0.0,4.0
SILANG,January,2023,14,0.0,14.0
SILANG,February,2023,5,0.0,5.0
SILANG,March,2023,10,0.0,10.0
SILANG,April,2023,8,0.0,8.0
SILANG,May,2023,7,0.0,7.0
SILANG,June,2023,17,0.0,17.0
SILANG,July,2023,15,0.0,15.0
SILANG,August,2023,11,0.0,11.0
SILANG,September,2023,13,0.0,13.0
SILANG,October,2023,18,0.0,18.0
SILANG,November,2023,17,0.0,17.0
SILANG,December,2023,22,0.0,22.0
SILANG,January,2024,16,1.0,17.0
SILANG,February,2024,16,0.0,16.0
SILANG,March,2024,6,0.0,6.0
SILANG,April,2024,4,0.0,4.0
SILANG,May,2024,8,0.0,8.0
SILANG,June,2024,6,0.0,6.0
SILANG,July,2024,35,0.0,35.0
SILANG,August,2024,52,0.0,52.0
SILANG,September,2024,49,0.0,49.0
SILANG,October,2024,34,0.0,34.0
SILANG,November,2024,51,0.0,51.0
SILANG,December,2024,43,0.0,43.0
TAGAYTAY CITY,January,2014,5,0.0,5.0
TAGAYTAY CITY,February,2014,3,0.0,3.0
TAGAYTAY CITY,March,2014,3,0.0,3.0
TAGAYTAY CITY,April,2014,0,0.0,0.0
TAGAYTAY CITY,May,2014,1,0.0,1.0
TAGAYTAY CITY,June,2014,1,0.0,1.0
TAGAYTAY CITY,July,2014,7,0.0,7.0
TAGAYTAY CITY,August,2014,7,0.0,7.0
TAGAYTAY CITY,September,2014,19,1.0,20.0
TAGAYTAY CITY,October,2014,6,0.0,6.0
TAGAYTAY CITY,November,2014,17,0.0,17.0
TAGAYTAY CITY,December,2014,11,0.0,11.0
TAGAYTAY CITY,January,2015,10,0.0,10.0
TAGAYTAY CITY,February,2015,7,0.0,7.0
TAGAYTAY CITY,March,2015,7,0.0,7.0
TAGAYTAY CITY,April,2015,7,0.0,7.0
TAGAYTAY CITY,May,2015,6,0.0,6.0
TAGAYTAY CITY,June,2015,13,0.0,13.0
TAGAYTAY CITY,July,2015,22,0.0,22.0
TAGAYTAY CITY,August,2015,39,0.0,39.0
TAGAYTAY CITY,September,2015,91,0.0,91.0
TAGAYTAY CITY,October,2015,74,0.0,74.0
TAGAYTAY CITY,November,2015,49,0.0,49.0
TAGAYTAY CITY,December,2015,25,0.0,25.0
TAGAYTAY CITY,January,2016,7,1.0,8.0
TAGAYTAY CITY,February,2016,14,0.0,14.0
TAGAYTAY CITY,March,2016,27,0.0,27.0
TAGAYTAY CITY,April,2016,20,0.0,20.0
TAGAYTAY CITY,May,2016,12,0.0,12.0
TAGAYTAY CITY,June,2016,15,0.0,15.0
TAGAYTAY CITY,July,2016,44,0.0,44.0
TAGAYTAY CITY,August,2016,68,0.0,68.0
TAGAYTAY CITY,September,2016,38,0.0,38.0
TAGAYTAY CITY,October,2016,15,0.0,15.0
TAGAYTAY CITY,November,2016,12,0.0,12.0
TAGAYTAY CITY,December,2016,6,0.0,6.0
TAGAYTAY CITY,January,2017,24,1.0,25.0
TAGAYTAY CITY,February,2017,13,0.0,13.0
TAGAYTAY CITY,March,2017,4,0.0,4.0
TAGAYTAY CITY,April,2017,5,0.0,5.0
TAGAYTAY CITY,May,2017,11,0.0,11.0
TAGAYTAY CITY,June,2017,13,0.0,13.0
TAGAYTAY CITY,July,2017,62,0.0,62.0
TAGAYTAY CITY,August,2017,62,1.0,63.0
TAGAYTAY CITY,September,2017,59,0.0,59.0
TAGAYTAY CITY,October,2017,55,0.0,55.0
TAGAYTAY CITY,November,2017,46,0.0,46.0
TAGAYTAY CITY,December,2017,28,0.0,28.0
TAGAYTAY CITY,January,2018,9,0.0,9.0
TAGAYTAY CITY,February,2018,4,0.0,4.0
TAGAYTAY CITY,March,2018,5,0.0,5.0
TAGAYTAY CITY,April,2018,2,0.0,2.0
TAGAYTAY CITY,May,2018,6,0.0,6.0
TAGAYTAY CITY,June,2018,11,0.0,11.0
TAGAYTAY CITY,July,2018,16,0.0,16.0
TAGAYTAY CITY,August,2018,32,0.0,32.0
TAGAYTAY CITY,September,2018,28,0.0,28.0
TAGAYTAY CITY,October,2018,17,0.0,17.0
TAGAYTAY CITY,November,2018,31,0.0,31.0
TAGAYTAY CITY,December,2018,17,0.0,17.0
TAGAYTAY CITY,January,2019,12,0.0,12.0
TAGAYTAY CITY,February,2019,17,0.0,17.0
TAGAYTAY CITY,March,2019,5,0.0,5.0
TAGAYTAY CITY,April,2019,3,0.0,3.0
TAGAYTAY CITY,May,2019,6,0.0,6.0
TAGAYTAY CITY,June,2019,27,0.0,27.0
TAGAYTAY CITY,July,2019,84,0.0,84.0
TAGAYTAY CITY,August,2019,86,0.0,86.0
TAGAYTAY CITY,September,2019,74,0.0,74.0
TAGAYTAY CITY,October,2019,23,0.0,23.0
TAGAYTAY CITY,November,2019,16,0.0,16.0
TAGAYTAY CITY,December,2019,9,0.0,9.0
TAGAYTAY CITY,January,2020,5,0.0,5.0
TAGAYTAY CITY,February,2020,2,0.0,2.0
TAGAYTAY CITY,March,2020,2,0.0,2.0
TAGAYTAY CITY,April,2020,4,0.0,4.0
TAGAYTAY CITY,May,2020,1,0.0,1.0
TAGAYTAY CITY,June,2020,0,0.0,0.0
TAGAYTAY CITY,July,2020,2,0.0,2.0
TAGAYTAY CITY,August,2020,3,0.0,3.0
TAGAYTAY CITY,September,2020,2,0.0,2.0
TAGAYTAY CITY,October,2020,3,0.0,3.0
TAGAYTAY CITY,November,2020,1,0.0,1.0
TAGAYTAY CITY,December,2020,1,0.0,1.0
TAGAYTAY CITY,January,2021,5,0.0,5.0
TAGAYTAY CITY,February,2021,6,0.0,6.0
TAGAYTAY CITY,March,2021,5,0.0,5.0
TAGAYTAY CITY,April,2021,4,0.0,4.0
TAGAYTAY CITY,May,2021,3,0.0,3.0
TAGAYTAY CITY,June,2021,3,0.0,3.0
TAGAYTAY CITY,July,2021,11,0.0,11.0
TAGAYTAY CITY,August,2021,4,0.0,4.0
TAGAYTAY CITY,September,2021,10,0.0,10.0
TAGAYTAY CITY,October,2021,7,0.0,7.0
TAGAYTAY CITY,November,2021,11,0.0,11.0
TAGAYTAY CITY,December,2021,8,0.0,8.0
TAGAYTAY CITY,January,2022,0,0.0,0.0
TAGAYTAY CITY,February,2022,1,0.0,1.0
TAGAYTAY CITY,March,2022,4,0.0,4.0
TAGAYTAY CITY,April,2022,4,0.0,4.0
TAGAYTAY CITY,May,2022,5,0.0,5.0
TAGAYTAY CITY,June,2022,9,0.0,9.0
TAGAYTAY CITY,July,2022,15,0.0,15.0
TAGAYTAY CITY,August,2022,23,0.0,23.0
TAGAYTAY CITY,September,2022,26,0.0,26.0
TAGAYTAY CITY,October,2022,26,0.0,26.0
TAGAYTAY CITY,November,2022,14,0.0,14.0
TAGAYTAY CITY,December,2022,11,0.0,11.0
TAGAYTAY CITY,January,2023,2,0.0,2.0
TAGAYTAY CITY,February,2023,1,0.0,1.0
TAGAYTAY CITY,March,2023,3,0.0,3.0
TAGAYTAY CITY,April,2023,1,0.0,1.0
TAGAYTAY CITY,May,2023,2,0.0,2.0
TAGAYTAY CITY,June,2023,9,0.0,9.0
TAGAYTAY CITY,July,2023,12,0.0,12.0
TAGAYTAY CITY,August,2023,4,0.0,4.0
TAGAYTAY CITY,September,2023,8,0.0,8.0
TAGAYTAY CITY,October,2023,4,0.0,4.0
TAGAYTAY CITY,November,2023,5,0.0,5.0
TAGAYTAY CITY,December,2023,13,0.0,13.0
TAGAYTAY CITY,January,2024,2,0.0,2.0
TAGAYTAY CITY,February,2024,2,0.0,2.0
TAGAYTAY CITY,March,2024,3,0.0,3.0
TAGAYTAY CITY,April,2024,4,0.0,4.0
TAGAYTAY CITY,May,2024,7,0.0,7.0
TAGAYTAY CITY,June,2024,28,0.0,28.0
TAGAYTAY CITY,July,2024,62,0.0,62.0
TAGAYTAY CITY,August,2024,82,0.0,82.0
TAGAYTAY CITY,September,2024,46,0.0,46.0
TAGAYTAY CITY,October,2024,33,0.0,33.0
TAGAYTAY CITY,November,2024,30,0.0,30.0
TAGAYTAY CITY,December,2024,16,0.0,16.0
TANZA,January,2014,25,0.0,25.0
TANZA,February,2014,2,0.0,2.0
TANZA,March,2014,6,0.0,6.0
TANZA,April,2014,0,0.0,0.0
TANZA,May,2014,1,0.0,1.0
TANZA,June,2014,1,0.0,1.0
TANZA,July,2014,2,0.0,2.0
TANZA,August,2014,4,0.0,4.0
TANZA,September,2014,9,0.0,9.0
TANZA,October,2014,26,0.0,26.0
TANZA,November,2014,48,0.0,48.0
TANZA,December,2014,33,0.0,33.0
TANZA,January,2015,37,0.0,37.0
TANZA,February,2015,53,0.0,53.0
TANZA,March,2015,53,0.0,53.0
TANZA,April,2015,53,0.0,53.0
TANZA,May,2015,4,0.0,4.0
TANZA,June,2015,11,0.0,11.0
TANZA,July,2015,27,0.0,27.0
TANZA,August,2015,49,0.0,49.0
TANZA,September,2015,119,2.0,121.0
TANZA,October,2015,224,0.0,224.0
TANZA,November,2015,185,0.0,185.0
TANZA,December,2015,60,0.0,60.0
TANZA,January,2016,29,0.0,29.0
TANZA,February,2016,25,0.0,25.0
TANZA,March,2016,14,0.0,14.0
TANZA,April,2016,9,0.0,9.0
TANZA,May,2016,8,0.0,8.0
TANZA,June,2016,4,0.0,4.0
TANZA,July,2016,8,0.0,8.0
TANZA,August,2016,32,0.0,32.0
TANZA,September,2016,28,0.0,28.0
TANZA,October,2016,34,0.0,34.0
TANZA,November,2016,43,2.0,45.0
TANZA,December,2016,31,0.0,31.0
TANZA,January,2017,38,0.0,38.0
TANZA,February,2017,21,0.0,21.0
TANZA,March,2017,11,0.0,11.0
TANZA,April,2017,5,0.0,5.0
